ref_date,geo,dguid,age_group,sex,indicator,characteristic,uom,uom_id,scalar_factor,scalar_id,vector,coordinate,value,status
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1807006937,23.1.2.12.4,,..
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807006958,23.1.2.15.4,22.4,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807006958,23.1.2.15.4,20.5,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807006958,23.1.2.15.4,19.6,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1807006986,23.1.2.19.4,23.9,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1807006986,23.1.2.19.4,22.4,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1807006986,23.1.2.19.4,25.3,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807007000,23.1.2.23.4,61.6,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807007000,23.1.2.23.4,61.3,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807007000,23.1.2.23.4,56.2,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807007035,23.1.3.3.4,67.8,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807007035,23.1.3.3.4,62.4,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807007035,23.1.3.3.4,60.4,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807007042,23.1.3.4.4,6.3,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807007042,23.1.3.4.4,8.4,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807007042,23.1.3.4.4,9.7,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807007049,23.1.3.5.4,24.6,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807007049,23.1.3.5.4,24.2,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807007049,23.1.3.5.4,23.0,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1807007091,23.1.3.11.4,7.8,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1807007091,23.1.3.11.4,8.7,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1807007091,23.1.3.11.4,11.9,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1807007098,23.1.3.12.4,11.1,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1807007098,23.1.3.12.4,13.8,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1807007098,23.1.3.12.4,,..
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807007119,23.1.3.15.4,11.4,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807007119,23.1.3.15.4,11.9,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807007119,23.1.3.15.4,11.7,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1807007147,23.1.3.19.4,15.8,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1807007147,23.1.3.19.4,17.1,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1807007147,23.1.3.19.4,18.8,
2019/2020,Quebec,2021A000224,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807007175,23.1.3.23.4,64.3,
2021/2022,Quebec,2021A000224,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807007175,23.1.3.23.4,61.9,
2023/2024,Quebec,2021A000224,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807007175,23.1.3.23.4,57.1,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807055974,40.1.1.3.4,64.3,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807055974,40.1.1.3.4,54.3,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807055974,40.1.1.3.4,51.3,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807055981,40.1.1.4.4,10.0,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807055981,40.1.1.4.4,14.2,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807055981,40.1.1.4.4,16.3,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807055988,40.1.1.5.4,21.4,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807055988,40.1.1.5.4,22.1,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807055988,40.1.1.5.4,23.5,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1807056030,40.1.1.11.4,9.8,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1807056030,40.1.1.11.4,11.6,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1807056030,40.1.1.11.4,13.3,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1807056037,40.1.1.12.4,10.0,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1807056037,40.1.1.12.4,12.9,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1807056037,40.1.1.12.4,,..
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807056058,40.1.1.15.4,22.5,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807056058,40.1.1.15.4,24.4,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807056058,40.1.1.15.4,20.9,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1807056086,40.1.1.19.4,16.7,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1807056086,40.1.1.19.4,17.6,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1807056086,40.1.1.19.4,17.4,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807056114,40.1.1.23.4,70.2,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807056114,40.1.1.23.4,66.4,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807056114,40.1.1.23.4,61.6,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807056149,40.1.2.3.4,67.2,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807056149,40.1.2.3.4,58.2,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807056149,40.1.2.3.4,55.0,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807056156,40.1.2.4.4,9.4,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807056156,40.1.2.4.4,12.4,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807056156,40.1.2.4.4,14.7,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807056163,40.1.2.5.4,20.2,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807056163,40.1.2.5.4,20.3,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807056163,40.1.2.5.4,21.0,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1807056205,40.1.2.11.4,7.9,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1807056205,40.1.2.11.4,8.8,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1807056205,40.1.2.11.4,10.3,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1807056212,40.1.2.12.4,7.5,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1807056212,40.1.2.12.4,8.7,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1807056212,40.1.2.12.4,,..
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807056233,40.1.2.15.4,26.3,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807056233,40.1.2.15.4,27.6,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807056233,40.1.2.15.4,23.6,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1807056261,40.1.2.19.4,20.8,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1807056261,40.1.2.19.4,20.8,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1807056261,40.1.2.19.4,20.3,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807056275,40.1.2.23.4,68.5,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807056275,40.1.2.23.4,66.2,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807056275,40.1.2.23.4,61.9,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807056310,40.1.3.3.4,61.5,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807056310,40.1.3.3.4,50.6,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807056310,40.1.3.3.4,47.8,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807056317,40.1.3.4.4,10.5,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807056317,40.1.3.4.4,15.8,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807056317,40.1.3.4.4,18.0,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807056324,40.1.3.5.4,22.6,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807056324,40.1.3.5.4,23.8,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807056324,40.1.3.5.4,26.0,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1807056366,40.1.3.11.4,11.6,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1807056366,40.1.3.11.4,14.2,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1807056366,40.1.3.11.4,16.2,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1807056373,40.1.3.12.4,12.5,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1807056373,40.1.3.12.4,17.0,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1807056373,40.1.3.12.4,,..
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807056394,40.1.3.15.4,18.8,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807056394,40.1.3.15.4,21.4,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807056394,40.1.3.15.4,18.3,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1807056422,40.1.3.19.4,12.8,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1807056422,40.1.3.19.4,14.5,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Females,Heavy drinking,Percent,Percent,239,units,0,v1807056422,40.1.3.19.4,14.5,
2019/2020,Ontario,2021A000235,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807056450,40.1.3.23.4,71.8,
2021/2022,Ontario,2021A000235,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807056450,40.1.3.23.4,66.5,
2023/2024,Ontario,2021A000235,"Total, 18 years and over",Females,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807056450,40.1.3.23.4,61.3,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807157809,75.1.1.3.4,62.9,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807157809,75.1.1.3.4,54.8,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807157809,75.1.1.3.4,51.6,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807157816,75.1.1.4.4,8.9,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807157816,75.1.1.4.4,12.9,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807157816,75.1.1.4.4,16.3,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807157823,75.1.1.5.4,21.1,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807157823,75.1.1.5.4,20.4,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807157823,75.1.1.5.4,20.4,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1807157865,75.1.1.11.4,10.2,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1807157865,75.1.1.11.4,10.8,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,Mood disorder,Percent,Percent,239,units,0,v1807157865,75.1.1.11.4,14.6,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1807157872,75.1.1.12.4,9.7,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1807157872,75.1.1.12.4,11.8,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,Anxiety disorder,Percent,Percent,239,units,0,v1807157872,75.1.1.12.4,16.4,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807157893,75.1.1.15.4,22.5,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807157893,75.1.1.15.4,23.5,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807157893,75.1.1.15.4,23.3,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1807157921,75.1.1.19.4,19.2,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1807157921,75.1.1.19.4,19.3,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,Heavy drinking,Percent,Percent,239,units,0,v1807157921,75.1.1.19.4,20.5,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807157949,75.1.1.23.4,71.8,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807157949,75.1.1.23.4,68.1,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807157949,75.1.1.23.4,64.5,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807157984,75.1.2.3.4,66.6,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807157984,75.1.2.3.4,58.4,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Males,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807157984,75.1.2.3.4,56.7,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807157991,75.1.2.4.4,7.6,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807157991,75.1.2.4.4,11.1,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Males,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807157991,75.1.2.4.4,13.5,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807157998,75.1.2.5.4,18.9,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807157998,75.1.2.5.4,21.1,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Males,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807157998,75.1.2.5.4,18.9,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1807158040,75.1.2.11.4,7.2,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1807158040,75.1.2.11.4,7.9,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Males,Mood disorder,Percent,Percent,239,units,0,v1807158040,75.1.2.11.4,10.5,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1807158047,75.1.2.12.4,6.3,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1807158047,75.1.2.12.4,8.3,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Males,Anxiety disorder,Percent,Percent,239,units,0,v1807158047,75.1.2.12.4,10.0,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807158068,75.1.2.15.4,26.4,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807158068,75.1.2.15.4,26.7,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Males,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807158068,75.1.2.15.4,27.1,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1807158096,75.1.2.19.4,23.9,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1807158096,75.1.2.19.4,24.0,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Males,Heavy drinking,Percent,Percent,239,units,0,v1807158096,75.1.2.19.4,23.6,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807158110,75.1.2.23.4,70.6,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807158110,75.1.2.23.4,67.9,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Males,"Sense of belonging to local community, somewhat strong or very strong",Percent,Percent,239,units,0,v1807158110,75.1.2.23.4,64.7,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807158145,75.1.3.3.4,59.4,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807158145,75.1.3.3.4,51.3,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Females,"Perceived mental health, very good or excellent",Percent,Percent,239,units,0,v1807158145,75.1.3.3.4,46.5,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807158152,75.1.3.4.4,10.1,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807158152,75.1.3.4.4,14.7,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Females,"Perceived mental health, fair or poor",Percent,Percent,239,units,0,v1807158152,75.1.3.4.4,19.1,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807158159,75.1.3.5.4,23.3,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807158159,75.1.3.5.4,19.6,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Females,"Perceived life stress, most days quite a bit or extremely stressful",Percent,Percent,239,units,0,v1807158159,75.1.3.5.4,22.0,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1807158201,75.1.3.11.4,13.1,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1807158201,75.1.3.11.4,13.6,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Females,Mood disorder,Percent,Percent,239,units,0,v1807158201,75.1.3.11.4,18.7,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1807158208,75.1.3.12.4,13.0,
2021/2022,Manitoba,2021A000246,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1807158208,75.1.3.12.4,15.3,
2023/2024,Manitoba,2021A000246,"Total, 18 years and over",Females,Anxiety disorder,Percent,Percent,239,units,0,v1807158208,75.1.3.12.4,22.9,
2019/2020,Manitoba,2021A000246,"Total, 18 years and over",Females,"Cannabis use, past 12 months",Percent,Percent,239,units,0,v1807158229,75.1.3.15.4,18.7,
